날짜,년,월,일,시간,경보발령단계,경보발령제목,경보발령내용
2013-02-12,2013,2,12,1800,발령해제,제설작업 근무 해제(평상시근무로 전환),"               1. 2013.02.12(화) 17:00 기상청 예보에 의하면 18:00이후 강수확률 20 이하로 예보되어 2013.02.12(화) 18:00부로 제설대책 보강 근무를 해제 하오니 평상시 근무체계로 전환하시기 바랍니다.  끝. 

"
2013-02-17,2013,2,17,2030,발령해제,제설작업 근무 해제(평상시근무로 전환),"            1. 2013.02.17(일) 20:00 기상청 예보에 의하면 21:00이후 강수확률 30 기온이 4℃로 예보되어 2013.02.17(일) 20:30부로 제설대책 보강 근무를 해제 하오니 평상시 근무체계로 전환하시기 바랍니다.

            2. 아울러, 오늘밤부터 내일 새벽사이 산발적으로 빗방울이 떨어지거나 산간지역에는 눈이 날리는 곳이 있을 것으로 예보되고 있으니 각 제설기관에서는 상황근무에 철저를 기하시기 바랍니다.  끝. 

"
2013-02-22,2013,2,22,0,1단계,기상예보에 따른 제설대책 1단계근무 지시,"             1. 2013.02.21(목) 17:00 기상청 예보에 의하면 2013.02.22(금) 03:00이후 강수확률 60, 기온 -2℃ 이하 이며 예상적설량 1~4cm의 눈이 내릴 것으로 예보되고 있어

            2. 2013.02.22(금) 00:00부로 제설대책 1단계 근무를 지시 하오니 각 제설기관 및 관련부서에서는 제설대책 근무기준에 따라 근무에 임하여 주시기 바라며, 강설에 대비하여 아래사항을 준수하여 사전준비에 철저를 기하여 주시기 바랍니다.

               ○ 취약지역 제설함, 염화칼슘보관의 집 제설제 보충 

               ○ 충분한 염수제조 및 자동염수살포장치 액상 보충(도로사업소, 공단 등)

               ○ 전진기지 제설장비 및 자재 사전배치 등 

※ 제설현장관리시스템 입력대상 기관에서는 ‘13.02.22(금) 02:00까지 자원입력 바람.  끝.

"
2013-02-25,2013,2,25,0,보강,제설대책 보강 근무지시 (2013.02.25 00:00),"            1. 2013.02.24(일) 23:00 기상청 예보에 의하면 2013.02.25(월) 03:00이후 강수확률 30 이며 기온 -1℃이하로 예보되고 있어,

            2. 2013.02.25(월) 00:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.



※ 제설현장관리시스템 입력대상 기관에서는 2013.02.25(월) 02:00까지 자원입력 바람.  끝.

"
2013-11-27,2013,11,27,1630,발령해제,제설대책 1단계 근무 해제(2013.11.27 16:30), 2013.11.27(수) 16:30 현재 기온 0℃이며 강수확률 20이하로 예보되고 있어 2013.11.27(수) 16:30부로 제설대책 1단계 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2013-11-19,2013,11,19,1430,2단계,[훈련메세지]기상예보에 따른 제설대책 2단계근무 지시,"             1. 2013. 11. 19. 14:00  기상청 일기예보에 의하면  내일 0시 이후 서울지방 강수확률이 60, 기온이 -3℃이며 예상적설량이 5~10cm로 예보되어 2013-11-19 14:30부로 제설대책 2단계 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바라며, 



             2. 각 제설기관에서는 즉시 제설삽날 및 살포기 장착하고 제설재를 상차하여, 주요간선도로, 램프, 언덕길 등 취약지점의 주요 목 지점에 배치하여 주시고, 강설시작과 동시에 제설재를 살포(필요시 제한적으로 사전살포)하여 주시기 바랍니다.



             3. 또한 금일 제설근무 상황을 제설정보시스템 (상황일 2013-11-19, 차수-2)에 14:30까지 입력하시기 바랍니다.    끝."
2013-12-10,2013,12,10,2300,1단계,제설대책 1단계 근무지시 및 2단계 발령 예고(2013.12.10 17:30),"		1. 2013.12.10(화) 17:00 기상청 발표에 의하면 내일 새벽부터 아침사이 1~5cm의 많은 눈이 내리고 내일아침 대설특보(‘13.12.10 16:00 발표)가 발효될 가능성이 있으며, 특히 내일 아침 기온이 큰 폭으로 떨어져 도로결빙으로 출근길 시민불편이 우려되고 있습니다.

		2. 따라서 2013.12.10(화) 23:00부로 제설대책 1단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며, 2013.12.11(수) 새벽시간대 제설대책 2단계 상향 발령 예고 하오니 비상발령 즉시 근무에 임할 수 있도록 비상연락체계를 유지하시기 바랍니다. 

※ 제설현장관리시스템 입력대상 기관에서는 2013.12.10(화) 23:30까지 자원입력 바람.  끝."
2013-12-11,2013,12,11,930,발령해제,제설대책 1단계근무 해제(2013.12.11 09:30),"		1. 2013.12.11(수) 09:30 현재 기온 0℃이며 강수확률 20이하로 예보되고 있어 2013.12.11(수) 09:30부로 제설대책 1단계 근무를 해제하오니 평시근무 체제로 전환하시기 바라며, 

		2. 일부 고갯길이나 이면도로, 보도에는 아직 제설작업이 미흡하고, 낮동안 도로가장자리에 쌓인 눈이 녹아 도로로 흘러 도로결빙으로 인한 사고발생 우려가 있으므로 제설작업 및 결빙예방작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝."
2013-12-12,2013,12,12,600,1단계,제설대책 1단계 근무지시(2013.12.12 06:00),"		1. 2013.12.11(수) 17:00 기상청 발표에 의하면 내일 아침부터 낮동안 1~3cm의 눈이 내리고 특히 내일 아침 기온이 큰 폭으로 떨어져 도로결빙으로 출근길 시민불편이 우려됩니다.  

		2. 따라서 2013.12.12(목) 06:00부로 제설대책 1단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며,  출근시간대 강설시 교통혼잡으로 제설작업에 어려움이 예상므로 제설작업 차량은 내일 06:00까지 제설작업 준비를 완료할 수 있도록 조치바랍니다. 

※ 제설현장관리시스템 입력대상 기관에서는 2013.12.12(목) 06:00까지 자원입력 바람.  끝."
2013-12-12,2013,12,12,1800,보강,제설대책 보강근무 하향 발령 및 제설작업 마무리 철저,"		1. 2013.12.12.(목) 17:00부로 서울지역에 내린 대설주의보가 해제됨에 따라  2013.12.12(목) 18:00부로 제설대책 1단계 근무를 보강근무로 하향조정합니다.

		2. 간선도로 등 주요도로는 대부분 제설작업이 완료되었으나 제설작업으로 녹은 눈이 밤사이 기온이 급강하 하여 도로결빙이 예상되고, 이면도로 및 보도의 제설작업은 미진하여 퇴근길 및 내일 아침 출근길 시민불편이 예상됩니다.

		3. 따라서 각 제설기관 및 관련부서에서는 퇴근길 시민불편이 없도록 제설작업 마무리에 철저를 기하시기 바라며, 특히 지하철 및 지하도 상가 출입구, 횡단보도 주변, 육교, 언덕길 등에는 보행자 낙상사고 발생이 우려되니 제설제 살포와 필요시 모래 등을 살포하여 시민불편 및 안전사고가 발생하지 않도록 조치 바랍니다.  끝."
2013-12-13,2013,12,13,1800,발령해제,제설작업 보강 근무해제,"		1. 2013.12.13(금) 07:00 현재 기온 영하 8.5도이며 강수확률 20이하로 예보되고 있어 2013.12.13(금) 08:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바라며, 

		2. 다만, 일부 고갯길이나 이면도로, 보도에는 아직 제설작업이 미흡하고 낮은 기온으로 도로 곳곳에 빙판길로 인한 사고발생 우려가 있으므로 제설작업 및 결빙제거작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝."
2012-11-26,2012,11,26,800,발령해제,제설작업 근무 해제(평상시근무로 전환),             2012.11.26. 08:00  기상청 일기예보에 의하면  서울지방 강수확률은 10 미만이며 기온이 3℃ 이상으로 상승하여 2012.11.26. 08:00부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2012-11-25,2012,11,25,2125,보강,기상예보에 따른 제설대책 보강근무 지시,"             1. 2012. 11. 25(일) 20:00  기상청 예보에 의하면 현재 서울지역에 약하게 비가 내리고 있고 21:00 이후 관악산 등 산간 지역에는 약한 눈이 내릴 가능성이 있을것으로 예상되며, 내일 새벽부터 아침사이 기온 3℃ 내외로 내려가 눈/비가 내릴것으로 예보되고 있어, 



             2. 2012. 11. 25(일) 24:00부로 제설대책 보강근무를 지시하니 각 제설기관에서는 취약지역 및 대중교통 노선에 대한 순찰을 실시하여 적설 즉시 초동제설이 이루어 질 수 있도록 비상근무에 만전을 기하여 주시기 바랍니다.



             ※ 제설현장관리시스템운영 입력대상 부서에서는 23:00까지 근무현황 입력바람.    끝."
2012-12-06,2012,12,6,900,발령해제,제설작업 근무 해제(평상시근무로 전환),             1. 2012. 12. 06. 09:00  기상청 일기예보에 의하면  서울지방 강수확률은 20 미만이며 기온이 2℃ 이상으로 상승하여 2012-12-06 09:00부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2012-11-13,2012,11,13,1510,1단계,[제설훈련상황-1단계]기상예보에 따른 제설대책 2단계근무 지시,"             1. 2012. 11. 13. 15:00  기상청 일기예보에 의하면  내일 0시 이후 서울지방 강수확률이 60, 기온이 -1℃이며 예상적설량이 1~4cm로 예보되어 2012-11-13 15:10부로 제설대책 1단계 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바라며, 



             2. 각 제설기관에서는 즉시 제설삽날 및 살포기 장착하고 제설재를 상차하여, 주요간선도로, 램프, 언덕길 등 취약지점의 주요 목 지점에 배치하여 주시고, 강설시작과 동시에 제설재를 살포(필요시 제한적으로 사전살포)하여 주시기 바랍니다.



             3. 또한 금일 제설근무 상황을 제설정보시스템 (상황일 2012-11-13, 차수-2)에 15:10까지 입력하시기 바랍니다.    끝."
2012-11-13,2012,11,13,1540,발령해제,[훈련]제설작업 근무 해제(평상시근무로 전환),             1. 2012. 11. 13. 16:30  기상청 일기예보에 의하면  서울지방 강수확률은 20 미만이며 기온이 2℃ 이상으로 상승하여 2012-11-13 16:30부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2012-11-30,2012,11,30,2130,발령해제,제설작업 근무 해제(평상시근무로 전환),             1. 2012. 11. 30. 20:00  기상청 일기예보에 의하면  서울지방 강수확률은 20 미만이며 기온이 2℃ 이상으로 상승하여 2012-11-30 21:30부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2012-12-05,2012,12,5,2330,1단계,기상예보에 따른 제설대책 1단계근무 지시,"             1. 2012. 12. 06. 23:30  기상청 일기예보에 의하면  내일 0시 이후 서울지방 강수확률이 60, 기온이 -1℃이며 예상적설량이 1~4cm로 예보되어 2012-12-06 23:30부로 제설대책 1단계 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바라며, 



             2. 각 제설기관에서는 즉시 제설삽날 및 살포기 장착하고 제설재를 상차하여, 주요간선도로, 램프, 언덕길 등 취약지점의 주요 목 지점에 배치하여 주시고, 강설시작과 동시에 제설재를 살포(필요시 제한적으로 사전살포)하여 주시기 바랍니다.



             3. 또한 금일 제설근무 상황을 제설정보시스템에 24:00까지 입력하시기 바랍니다.    끝."
2012-12-07,2012,12,7,0,1단계,기상예보에 따른 제설대책 1단계근무 지시,"             1. 기상청 예보에 의하면 서해상에서 동진하는 저기압의 영향을 받은 후 점차 북서쪽에서 확장하는 찬 대륙고기압의 영향으로 서울지역에 2012.12.07(금) 오전 대설예비 특보가 내려진 가운데 이른 아침부터 서해상을

시작으로 서울지역 등 전국적으로 많은 눈이 내릴 것으로 예보되고 있고, 출근시간대 제설작업을 위하여는 제설제 상차 등 작업준비 시간 및 사전 살포를 위한 충분한 작업시간이 필요할 것으로 판단되어,

       

             2. 2012.12.07(금) 00:00부로 제설대책 1단계 근무를 지시하니 각 제설기관에서는 비상응소 즉시 제설삽날 부착, 제설제 상차 및 주요도로에 대한 제설제 사전살포 작업을 시행하시고 제설작업 구역별 주요 목지점 에 장비를 전진재치하여 강설즉시 초동제설이 이루어 질 수 있도록 조치하여 주시기 바랍니다.



               ※ 제설현장관리시스템운영 입력대상 부서에서는 01:00까지 근무현황 입력바람.  끝."
